91	KNO	WASHINGTON	499	421	30	950	
91	LIN	WALDOBORO	1519	1258	57	2834	
91		STATE UOCAVA	3	19	1	23	
			2721	2256	123	5100	
							
			Sleeper, Sonja 	Spear, John Alden 	BLANK	TOTAL VOTES CAST	
			South Thomaston	South Thomaston			
			Republican	Democrat			
92	KNO	CRIEHAVEN TOWNSHIP                                                                                                                                    	0	1	0	1	
92	KNO	CUSHING	394	439	49	882	
92	KNO	MATINICUS ISLE PLT	15	30	8	53	
92	KNO	SAINT GEORGE	606	1012	71	1689	
92	KNO	SOUTH THOMASTON	321	573	32	926	
92	KNO	THOMASTON	551	910	55	1516	
92		STATE UOCAVA	4	38	7	49	
			1891	3003	222	5116	
							
			Beebe-Center, Anne H. 	Robishaw, Donald Paul, Jr.	BLANK	TOTAL VOTES CAST	
			Rockland	Rockland			
			Democrat	Republican			
93	KNO	OWLS HEAD	491	503	44	1038	
93	KNO	ROCKLAND	2021	1481	148	3650	
93		STATE UOCAVA	19	9	4	32	
			2531	1993	196	4720	
							
			Casas, Owen D. 	Meil, Kathleen 	BLANK	TOTAL VOTES CAST	
			Rockport	Rockport			
			Independent	Democrat			
94	KNO	CAMDEN	1576	1796	131	3503	
94	KNO	ROCKPORT	1297	1000	65	2362	
94	WAL	ISLESBORO	192	220	18	430	
94		STATE UOCAVA	14	51	4	69	
			3079	3067	218	6364	
							
			Goldberg, Elinore 	Sutton, Paula G. 	BLANK	TOTAL VOTES CAST	
			Hope	Warren			
			Democrat	Republican			
95	KNO	APPLETON	404	446	24	874	
95	KNO	HOPE	578	432	38	1048	
95	KNO	UNION	348	464	22	834	
95	KNO	WARREN	734	1358	61	2153	
95		STATE UOCAVA	15	7	1	23	
			2079	2707	146	4932	
							
			Harmon, R. Ryan 	Zeigler, Stanley Paige, Jr.	BLANK	TOTAL VOTES CAST	
			Palermo	Montville			
			Republican	Democrat			
96	WAL	BELMONT	278	257	42	577	
96	WAL	LIBERTY	271	268	27	566	
96	WAL	LINCOLNVILLE	517	982	75	1574	
96	WAL	MONTVILLE	248	375	24	647	
96	WAL	MORRILL	277	233	41	551	
96	WAL	PALERMO	544	292	54	890	
96	WAL	SEARSMONT	352	459	42	853	
96		STATE UOCAVA	3	22	1	26	
			2490	2888	306	5684	
							
			Herbig, Erin D. 	Richardson, Blaine 	BLANK	TOTAL VOTES CAST	
			Belfast	Belfast			
			Democrat	Republican			
97	WAL	BELFAST	2896	948	154	3998	
97	WAL	NORTHPORT	666	332	39	1037	
97	WAL	WALDO	318	155	16	489	
97		STATE UOCAVA	32	2	4	38	
			3912	1437	213	5562	
							
			Cuddy, Scott W. 	Gillway, James S. 	BLANK	TOTAL VOTES CAST	
			Winterport	Searsport			
			Democrat	Republican			
98	WAL	FRANKFORT	226	408	37	671	
98	WAL	SEARSPORT	440	1090	40	1570	
98	WAL	SWANVILLE	269	484	46	799	
98	WAL	WINTERPORT	1184	987	59	2230	
98		STATE UOCAVA	17	4	0	21	
			2136	2973	182	5291	
							
			Kinney, MaryAnne 	Turner, April Dawn 	BLANK	TOTAL VOTES CAST	
			Knox	Freedom			
			Republican	Democrat			
99	WAL	BROOKS	344	220	17	581	
99	WAL	BURNHAM	384	267	38	689	
99	WAL	FREEDOM	214	213	13	440	
99	WAL	JACKSON	199	120	15	334	
99	WAL	KNOX	322	128	9	459	
99	WAL	MONROE	278	253	30	561	
99	WAL	THORNDIKE	243	182	17	442	
99	WAL	TROY	300	242	32	574	
99	WAL	UNITY	510	492	68	1070	
99		STATE UOCAVA	5	16	0	21	
			2799	2133	239	5171	
							
			Fredette, Kenneth Wade 	BLANK	TOTAL VOTES CAST		
			Newport				
			Republican				
100	PEN	CORINNA	1009	152	1161		
100	PEN	DIXMONT	599	147	746		
100	PEN	ETNA	389	105	494		
100	PEN	NEWPORT	1436	334	1770		
100	PEN	PLYMOUTH	636	112	748		
100		STATE UOCAVA	17	0	17		
			4086	850	4936		
							
			Davitt, James E. 	Haggan, David G. 	BLANK	TOTAL VOTES CAST	
			Hampden	Hampden			
			Democrat	Republican			
101	PEN	HAMPDEN	1555	2848	129	4532	
101	PEN	NEWBURGH	289	644	33	966	
101		STATE UOCAVA	16	13	2	31	
			1860	3505	164	5529	
							
			Guerin, Stacey K. 	Hammill, Kimberly Claire 	BLANK	TOTAL VOTES CAST	
			Glenburn	Levant			
			Republican	Democrat			
102	PEN	GLENBURN	1884	599	123	2606	
102	PEN	KENDUSKEAG	542	171	29	742	
102	PEN	LEVANT	1030	467	98	1595	
102		STATE UOCAVA	4	5	1	10	
			3460	1242	251	4953	
							
			Reed, Roger E. 	Thomas, Richard A. 	BLANK	TOTAL VOTES CAST	
			Carmel	Hermon			
			Republican	Democrat			
103	PEN	CARMEL	1262	315	55	1632	
103	PEN	ETNA	112	41	10	163	
103	PEN	HERMON	2223	1206	159	3588	
103		STATE UOCAVA	8	2	3	13	
			3605	1564	227	5396	
							
			Pearson, David Brookes 	Wallace, Raymond Allen 	BLANK	TOTAL VOTES CAST	
			Dexter	Dexter			
			Democrat	Republican			
104	PEN	CHARLESTON	167	512	37	716	
104	PEN	DEXTER	751	1016	62	1829	
104	PEN	EXETER	173	351	26	550	
104	PEN	GARLAND	194	355	28	577	
104	PEN	STETSON	248	428	56	732	
104		STATE UOCAVA	4	7	0	11	
			1537	2669	209	4415	
							
			Hartford, Joshua T. 	Stetkis, Joel R. 	BLANK	TOTAL VOTES CAST	
			Canaan	Canaan			
			Democrat	Republican			
105	SOM	CAMBRIDGE	100	163	6	269	
105	SOM	CANAAN	428	693	35	1156	
105	SOM	HARTLAND	288	569	31	888	
105	SOM	PALMYRA	388	646	55	1089	
105	SOM	RIPLEY	102	149	18	269	
105	SOM	SAINT ALBANS	360	766	37	1163	
105		STATE UOCAVA	9	12	0	21	
			1675	2998	182	4855	
							
			Short, Stanley Byron, Jr.	Strom, Scott Walter 	BLANK	TOTAL VOTES CAST	
			Pittsfield	Pittsfield			
			Democrat	Republican			
106	KEN	CLINTON	789	847	71	1707	
106	SOM	DETROIT	204	196	15	415	
106	SOM	PITTSFIELD	930	1012	38	1980	
106		STATE UOCAVA	5	10	0	15	
			1928	2065	124	4117	
							
			Amadon, Anne C. 	Austin, Betty A. 	Pelletier, Michael J. 	BLANK	TOTAL VOTES CAST
			Skowhegan	Skowhegan	Skowhegan		
			Republican	Democrat	Independent		
107	SOM	MADISON	12	18	7	1	38
107	SOM	SKOWHEGAN	1367	1534	1144	110	4155
107		STATE UOCAVA	5	5	3	2	15
			1384	1557	1154	113	4208
							
			Picchiotti, John J. 	Rowden, Aaron Blaschke 	BLANK	TOTAL VOTES CAST	
			Fairfield	Fairfield			
			Republican	Democrat			
108	SOM	FAIRFIELD	2009	1246	127	3382	
108	SOM	MERCER	254	140	30	424	
108	SOM	SMITHFIELD	389	190	45	624	
108		STATE UOCAVA	6	3	0	9	
			2658	1579	202	4439	
							
			Longstaff, Thomas R.W. 	BLANK	TOTAL VOTES CAST		
			Waterville				
			Democrat				
109	KEN	WATERVILLE	3497	769	4266		
109		STATE UOCAVA	20	6	26		
			3517	775	4292		
							
			Andre, Mark R. 	Madigan, Colleen M. 	BLANK	TOTAL VOTES CAST	
			Oakland	Waterville			
			Republican	Democrat			
110	KEN	OAKLAND	640	341	48	1029	
110	KEN	WATERVILLE	1022	1966	179	3167	
110		STATE UOCAVA	7	16	2	25	
			1669	2323	229	4221	
							
			Dorney, Ann E. 	Farrin, Bradlee Thomas 	BLANK	TOTAL VOTES CAST	
			Norridgewock	Norridgewock			
			Democrat	Republican			
111	SOM	MADISON	953	1266	49	2268	
111	SOM	NORRIDGEWOCK	704	1097	39	1840	
111	SOM	SOLON	318	266	23	607	
111		STATE UOCAVA	9	4	0	13	
			1984	2633	111	4728	
							
			Chassie, Barbara R. 	Skolfield, Thomas H. 	BLANK	TOTAL VOTES CAST	
			Phillips	Weld			
			Democrat	Republican			
112	FRA	AVON	82	149	17	248	
112	FRA	CARRABASSETT VALLEY	215	219	40	474	
112	FRA	CARTHAGE	74	196	22	292	
112	FRA	KINGFIELD	269	487	54	810	
112	FRA	PERKINS TOWNSHIP                                                                                                                                      	7	6	0	13	
112	FRA	PHILLIPS	243	376	30	649	
112	FRA	SANDY RIVER PLT	41	48	4	93	
112	FRA	FREEMAN TOWNSHIP	30	73	5	108	
112	FRA	WASHINGTON TWP                                                                                                                                        	6	11	0	17	
112	FRA	WELD	70	213	5	288	
112	SOM	ANSON	345	770	60	1175	
112	SOM	NEW PORTLAND	171	240	31	442	
112	SOM	STARKS	131	205	21	357	
112		STATE UOCAVA	9	8	0	17	
			1693	3001	289	4983	
							
			Harvell, Lance Evans 	Landry, H. Scott, Jr.	BLANK	TOTAL VOTES CAST	
			Farmington	Farmington			
			Republican	Democrat			
113	FRA	FARMINGTON	1877	1972	134	3983	
113	FRA	NEW SHARON	554	366	22	942	
113		STATE UOCAVA	7	11	3	21	
			2438	2349	159	4946	
							
			Black, Russell J. 	Iverson, Guy A. 	BLANK	TOTAL VOTES CAST	
			Wilton	Chesterville			
			Republican	Democrat			
114	FRA	CHESTERVILLE	419	307	21	747	
114	FRA	INDUSTRY	282	176	12	470	
114	FRA	NEW VINEYARD	313	119	18	450	
114	FRA	STRONG	499	158	15	672	
114	FRA	TEMPLE	186	132	10	328	
114	FRA	WILTON	1606	564	58	2228	
114		STATE UOCAVA	7	8	0	15	
			3312	1464	134	4910	
							
			Madigan, John E., Jr.	Martin, Joseph Edward 	BLANK	TOTAL VOTES CAST	
			Rumford	Rumford			
			Democrat	Republican			
115	OXF	MILTON TWP                                                                                                                                            	32	53	3	88	
115	OXF	ROXBURY	129	110	10	249	
115	OXF	RUMFORD	1717	1114	93	2924	
115	OXF	SUMNER	223	301	35	559	
115	OXF	WOODSTOCK	284	452	60	796	
115		STATE UOCAVA	6	3	0	9	
			2391	2033	201	4625	
							
			Briggs, Sheryl J. 	Pickett, Richard A. 	BLANK	TOTAL VOTES CAST	
			Mexico	Dixfield			
			Democrat	Republican			
116	OXF	CANTON	206	314	19	539	
116	OXF	DIXFIELD	439	831	36	1306	
116	OXF	HARTFORD	182	455	18	655	
116	OXF	MEXICO	876	466	20	1362	
116	OXF	PERU	397	554	27	978	
116		STATE UOCAVA	8	6	0	14	
			2108	2626	120	4854	
							
			Head, Frances M. 	Pew, Sidney J. 	BLANK	TOTAL VOTES CAST	
			Bethel	Andover			
			Republican	Democrat			
117	FRA	COPLIN PLT	53	45	5	103	
117	FRA	DALLAS PLT	105	92	10	207	
117	FRA	EUSTIS	215	174	36	425	
117	FRA	RANGELEY	404	297	42	743	
117	FRA	RANGELEY PLT	94	60	8	162	
117	OXF	ALBANY TWP	188	118	9	315	
117	OXF	ANDOVER	309	218	19	546	
117	OXF	BETHEL	948	715	49	1712	
117	OXF	BYRON	42	42	9	93	
117	OXF	GILEAD	76	36	6	118	
117	OXF	GREENWOOD	271	185	18	474	
117	OXF	HANOVER	109	73	7	189	
117	OXF	LINCOLN PLT	21	6	2	29	
117	OXF	LOVELL	32	24	2	58	
117	OXF	MAGALLOWAY PLT	17	1	0	18	
117	OXF	NEWRY	149	117	16	282	
117	OXF	STONEHAM	85	79	12	176	
117	OXF	STOW	104	112	11	227	
117	OXF	UPTON	41	12	7	60	
117		STATE UOCAVA	4	19	1	24	
			3267	2425	269	5961	
							
			Estabrook, Philip Anthony 	Grignon, Chad Wayne 	BLANK	TOTAL VOTES CAST	
			Cornville	Athens			
			Democrat	Republican			
118	FRA	WYMAN TWP                                                                                                                                             	14	16	3	33	
118	PIS	KINGSBURY PLT	3	13	3	19	
118	PIS	WELLINGTON	48	57	15	120	
118	SOM	ATHENS	178	296	27	501	
118	SOM	BINGHAM	195	298	51	544	
118	SOM	BRIGHTON PLT	14	33	2	49	
118	SOM	CARATUNK	24	21	5	50	
118	SOM	CONCORD TOWNSHIP                                                                                                                                      	1	2	0	3	
118	SOM	CORNVILLE	349	338	45	732	
118	SOM	DENNISTOWN PLT	5	17	4	26	
118	SOM	EMBDEN	190	306	39	535	
118	SOM	HARMONY	167	282	44	493	
118	SOM	HIGHLAND PLT	36	73	9	118	
118	SOM	JACKMAN	150	339	55	544	
118	SOM	LEXINGTON TWP/SPRING LAKE TWP                                                                                                                         	5	14	2	21	
118	SOM	MOOSE RIVER	15	93	11	119	
118	SOM	MOSCOW	97	134	32	263	
118	SOM	PLEASANT RIDGE PLT	13	35	3	51	
118	SOM	ROCKWOOD STRIP TWP	61	145	18	224	
118	SOM	THE FORKS PLT	12	26	6	44	
118	SOM	WEST FORKS PLT	16	29	4	49	
118		STATE UOCAVA	4	2	0	6	
			1597	2569	378	4544	
							
			Stearns, Paul A. 	BLANK	TOTAL VOTES CAST		
			Guilford				
			Republican				
119	PIS	ABBOT	341	67	408		
119	PIS	BARNARD TWP/EBEEMEE TWP/T4 R9 NWP/WILLIAMSBURG TWP                                                                                                    	88	16	104		
119	PIS	BEAVER COVE	83	18	101		
119	PIS	BOWERBANK	82	11	93		
119	PIS	ELLIOTTSVILLE TWP                                                                                                                                     	11	5	16		
119	PIS	GREENVILLE	923	205	1128		
119	PIS	GUILFORD	634	68	702		
119	PIS	MILLINOCKET PISCATAQUS TOWNSHIPS                                                                                                                      	59	8	67		
119	PIS	MONSON	376	82	458		
119	PIS	PARKMAN	427	71	498		
119	PIS	SANGERVILLE	658	73	731		
119	PIS	SEBEC	338	57	395		
119	PIS	SHIRLEY	131	19	150		
119	PIS	T10 R15 WELS                                                                                                                                          	1	0	1		
119	PIS	WILLIMANTIC	70	18	88		
119		STATE UOCAVA	16	4	20		
			4238	722	4960		
							
			Evans, Richard A. 	Higgins, Norman E. 	BLANK	TOTAL VOTES CAST	
			Dover-Foxcroft	Dover-Foxcroft			
			Democrat	Republican			
120	PIS	ATKINSON	79	103	6	188	
120	PIS	BROWNVILLE	256	328	27	611	
120	PIS	DOVER-FOXCROFT	1031	1096	49	2176	
120	PIS	LAKE VIEW PLT	35	36	2	73	
120	PIS	MEDFORD	64	81	7	152	
120	PIS	MILO/ORNEVILLE TOWNSHIP	530	656	53	1239	
120		STATE UOCAVA	16	13	2	31	
			2011	2313	146	4470	
							
			Drinkwater, Gary A. 	Duchesne, Robert S. 	BLANK	TOTAL VOTES CAST	
			Milford	Hudson			
			Republican	Democrat			
121	PEN	ALTON	220	243	10	473	
121	PEN	ARGYLE TOWNSHIP                                                                                                                                       	60	89	5	154	
121	PEN	CORINTH	849	618	64	1531	
121	PEN	HUDSON	321	413	24	758	
121	PEN	MILFORD	738	848	59	1645	
121		STATE UOCAVA	5	7	0	12	
			2193	2218	162	4573	
							
			Dunphy, Michelle A. 	Paradis, Edward L. 	BLANK	TOTAL VOTES CAST	
			Old Town	Old Town			
			Democrat	Republican			
122	PEN	OLD TOWN	2233	1501	214	3948	
122	PEN	PENOBSCOT NATION VOTING DISTRICT	198	60	26	284	
122		STATE UOCAVA	24	4	0	28	
			2455	1565	240	4260	
							
			Brann, Ryan S. 	Tipping-Spitz, Ryan D. 	BLANK	TOTAL VOTES CAST	
			Orono	Orono			
			Republican	Democrat			
123	PEN	ORONO	1515	2812	420	4747	
123		STATE UOCAVA	7	34	2	43	
			1522	2846	422	4790	
							
			Frey, Aaron M. 	LaPointe, Daniel 	BLANK	TOTAL VOTES CAST	
			Bangor	Orono			
			Democrat	Republican			
124	PEN	BANGOR	2233	1521	258	4012	
124	PEN	ORONO	458	318	33	809	
124		STATE UOCAVA	21	10	6	37	
			2712	1849	297	4858	
							
			Capehart, Gary E. 	Kornfield, Victoria P. 	Turcotte, Michael P. 	BLANK	TOTAL VOTES CAST
			Bangor	Bangor	Bangor		
			Republican	Democrat	Unenrolled		
125	PEN	BANGOR	1818	2093	232	160	4303
125		STATE UOCAVA	7	20	0	3	30
			1825	2113	232	163	4333
							
			Damon, Douglas K. 	Schneck, John C. 	BLANK	TOTAL VOTES CAST	
			Bangor	Bangor			
			Republican	Democrat			
126	PEN	BANGOR	1458	1796	188	3442	
126		STATE UOCAVA	4	12	1	17	
			1462	1808	189	3459	
							
			Cardone, Barbara A. 	Veilleux, John Glenn 	BLANK	TOTAL VOTES CAST	
			Bangor	Bangor			
			Democrat	Republican			
127	PEN	BANGOR	2208	1719	228	4155	
127		STATE UOCAVA	9	5	2	16	
			2217	1724	230	4171	
							
			Craig, Garrel Robert 	Verow, Arthur C. 	BLANK	TOTAL VOTES CAST	
			Brewer	Brewer			
			Republican	Democrat			
128	PEN	BREWER	2407	2350	195	4952	
128		STATE UOCAVA	7	9	1	17	
			2414	2359	196	4969	
							
			Lyford, Peter A. 	Montague, Teresa 	BLANK	TOTAL VOTES CAST	
			Eddington	Clifton			
			Republican	Democrat			
129	PEN	BREWER	203	126	23	352	
129	PEN	CLIFTON	301	195	22	518	
129	PEN	EDDINGTON	859	455	53	1367	
129	PEN	HOLDEN	1265	694	91	2050	
129	PEN	VEAZIE	602	490	76	1168	
129		STATE UOCAVA	9	8	1	18	
			3239	1968	266	5473	
							
			Campbell, Richard H. 	Wombacher, John Andrew 	BLANK	TOTAL VOTES CAST	
			Orrington	Bucksport			
			Republican	Democrat			
130	HAN	BUCKSPORT	1472	1080	103	2655	
130	PEN	ORRINGTON	1693	641	81	2415	
130		STATE UOCAVA	5	8	3	16	
			3170	1729	187	5086	
							
			Caldwell, Dorothy L. 	Ward, Karleton S. 	BLANK	TOTAL VOTES CAST	
			Penobscot	Dedham			
			Democrat	Republican			
131	HAN	DEDHAM	316	758	26	1100	
131	HAN	ORLAND	389	983	30	1402	
131	HAN	OTIS	91	342	16	449	
131	HAN	PENOBSCOT	370	420	20	810	
131	HAN	VERONA ISLAND	99	208	7	314	
131	WAL	PROSPECT	87	313	18	418	
131	WAL	STOCKTON SPRINGS	333	664	24	1021	
131		STATE UOCAVA	22	7	4	33	
			1707	3695	145	5547	
							
			Edsall, David Walter 	Luchini, Louis Joseph 	BLANK	TOTAL VOTES CAST	
			Ellsworth	Ellsworth			
			Republican	Democrat			
132	HAN	ELLSWORTH	1567	2675	108	4350	
132	HAN	TRENTON	323	525	30	878	
132		STATE UOCAVA	3	28	0	31	
			1893	3228	138	5259	
							
			Chapman, Ralph 	Colwell, Nancy Faye 	BLANK	TOTAL VOTES CAST	
			Brooksville	Surry			
			Democrat	Republican			
133	HAN	BLUE HILL	1093	686	45	1824	
133	HAN	BROOKLIN	350	212	12	574	
133	HAN	BROOKSVILLE	404	238	15	657	
133	HAN	CASTINE	324	241	35	600	
133	HAN	SEDGWICK	410	327	26	763	
133	HAN	SURRY	440	552	24	1016	
133		STATE UOCAVA	53	5	3	61	
			3074	2261	160	5495	
							
			Kumiega, Walter A., III	BLANK	TOTAL VOTES CAST		
			Deer Isle				
			Democrat				
134	HAN	CRANBERRY ISLES	126	27	153		
134	HAN	DEER ISLE	1031	199	1230		
134	HAN	FRENCHBORO	27	6	33		
134	HAN	SOUTHWEST HARBOR	881	254	1135		
134	HAN	STONINGTON	522	89	611		
134	HAN	SWANS ISLAND	193	61	254		
134	HAN	TREMONT	737	206	943		
134	KNO	ISLE AU HAUT	54	12	66		
134	KNO	NORTH HAVEN	251	50	301		
134	KNO	VINALHAVEN	639	148	787		
134		STATE UOCAVA	62	4	66		
			4523	1056	5579		
							
			Hubbell, Brian L. 	Marshall, Maurice Joseph 	BLANK	TOTAL VOTES CAST	
			Bar Harbor	Lamoine			
			Democrat	Republican			
135	HAN	BAR HARBOR	2480	622	115	3217	
135	HAN	LAMOINE	498	579	35	1112	
135	HAN	MOUNT DESERT	988	404	44	1436	
135		STATE UOCAVA	74	7	10	91	
			4040	1612	204	5856	
							
			Fisher, Michael G. 	Malaby, Richard S. 	BLANK	TOTAL VOTES CAST	
			Sullivan	Hancock			
			Democrat	Republican			
136	FRA	FLETCHERS LANDING TOWNSHIP	17	31	3	51	
136	HAN	GOULDSBORO	462	548	24	1034	
136	HAN	HANCOCK	430	853	48	1331	
136	HAN	MARIAVILLE	102	173	17	292	
136	HAN	OSBORN	13	26	2	41	
136	HAN	SORRENTO	92	107	11	210	
136	HAN	SULLIVAN	356	294	27	677	
136	HAN	T10 SD TWP                                                                                                                                            	1	0	0	1	
136	HAN	T7 SD TWP                                                                                                                                             	3	1	1	5	
136	HAN	WALTHAM	41	159	10	210	
136	HAN	WINTER HARBOR	124	165	21	310	
136	WAS	STEUBEN	286	305	49	640	
136		STATE UOCAVA	32	10	1	43	
			1959	2672	214	4845	
							
			Fogelman, Laurie W. 	Lockman, Lawrence Earl 	BLANK	TOTAL VOTES CAST	
			Franklin	Amherst			
			Democrat	Republican			
137	HAN	AMHERST	53	115	6	174	
137	HAN	AURORA	23	52	1	76	
137	HAN	EASTBROOK	81	152	11	244	
137	HAN	FRANKLIN	392	386	33	811	
137	HAN	GREAT POND	15	26	0	41	
137	HAN	T10 SD TWP                                                                                                                                            	3	9	1	13	
137	HAN	T22 MD TWP                                                                                                                                            	0	5	0	5	
137	HAN	T3 ND TWP                                                                                                                                             	3	3	0	6	
137	HAN	T9 SD/T10 SD TWP                                                                                                                                      	1	6	0	7	
137	PEN	BRADFORD	228	422	29	679	
137	PEN	BRADLEY	337	445	52	834	
137	PEN	EDINBURG	33	42	0	75	
137	PEN	GRAND FALLS TOWNSHIP                                                                                                                                  	5	1	1	7	
137	PEN	GREENBUSH	221	454	34	709	
137	PEN	LAGRANGE	124	221	25	370	
137	PEN	GREENFIELD TOWNSHIP	41	90	7	138	
137	PEN	PASSADUMKEAG	57	156	11	224	
137	WAS	BEDDINGTON	12	24	1	37	
137	WAS	DEBLOIS	10	28	1	39	
137	WAS	NORTHFIELD	36	65	7	108	
137	WAS	WESLEY	28	51	4	83	
137		STATE UOCAVA	13	8	0	21	
			1716	2761	224	4701	
							
			Alley, Robert W., Sr.	Doak, Peter 	BLANK	TOTAL VOTES CAST	
			Beals	Columbia Falls			
			Democrat	Republican			
138	WAS	ADDISON	347	318	15	680	
138	WAS	BEALS	167	111	10	288	
138	WAS	CENTERVILLE TWP                                                                                                                                       	4	14	0	18	
138	WAS	CHERRYFIELD	296	330	25	651	
138	WAS	COLUMBIA	87	131	2	220	
138	WAS	COLUMBIA FALLS	119	178	5	302	
138	WAS	HARRINGTON	223	266	12	501	
138	WAS	JONESBORO	214	124	3	341	
138	WAS	JONESPORT	434	237	17	688	
138	WAS	MARSHFIELD	148	162	7	317	
138	WAS	MILBRIDGE	343	315	37	695	
138	WAS	WHITNEYVILLE	60	53	2	115	
138		STATE UOCAVA	9	1	1	11	
			2451	2240	136	4827	
							
			Morton, Colleen S. 	Tuell, William R. 	BLANK	TOTAL VOTES CAST	
			Eastport	East Machias			
			Democrat	Republican			
139	WAS	CUTLER	28	263	6	297	
139	WAS	EAST MACHIAS	150	569	8	727	
139	WAS	EASTPORT	413	368	34	815	
139	WAS	LUBEC	206	591	26	823	
139	WAS	MACHIAS	244	728	27	999	
139	WAS	MACHIASPORT	110	382	14	506	
139	WAS	ROQUE BLUFFS	57	115	1	173	
139	WAS	WHITING	100	231	4	335	
139		STATE UOCAVA	23	4	1	28	
			1331	3251	121	4703	
							
			Moore, Marianne 	Perry, Anne C. 	BLANK	TOTAL VOTES CAST	
			Calais	Calais			
			Republican	Democrat			
140	WAS	BAILEYVILLE	334	353	20	707	
140	WAS	BARING PLT	62	57	8	127	
140	WAS	CALAIS	748	699	58	1505	
140	WAS	CHARLOTTE	103	80	2	185	
140	WAS	INDIAN TOWNSHIP	64	197	20	281	
140	WAS	PEMBROKE	248	234	18	500	
140	WAS	PERRY	225	229	17	471	
140	WAS	PLEASANT POINT VOTING DISTRICT	68	166	21	255	
140	WAS	ROBBINSTON	169	150	11	330	
140		STATE UOCAVA	12	20	3	35	
			2033	2185	178	4396	
							
			Griffin, Robert Francis 	Turner, Beth Peloquin 	BLANK	TOTAL VOTES CAST	
			Chester	Burlington			
			Democrat	Republican			
141	PEN	BURLINGTON	24	159	11	194	
141	PEN	CARROLL PLT	15	75	5	95	
141	PEN	CHESTER	100	216	16	332	
141	PEN	DREW PLT	1	22	1	24	
141	PEN	KINGMAN TWP	11	57	3	71	
141	PEN	LAKEVILLE	15	44	0	59	
141	PEN	LEE	113	397	24	534	
141	PEN	LOWELL	49	171	12	232	
141	PEN	MATTAWAMKEAG	117	212	33	362	
141	PEN	PRENTISS TWP	22	68	8	98	
141	PEN	SPRINGFIELD	24	143	11	178	
141	PEN	WEBSTER PLT	15	16	1	32	
141	PEN	WINN	44	150	7	201	
141	WAS	ALEXANDER	74	221	18	313	
141	WAS	BERRY TWP/CATHANCE TWP/MARION TWP                                                                                                                     	10	21	2	33	
141	WAS	CATHANCE TWP                                                                                                                                          	2	6	3	11	
141	WAS	COOPER	22	68	5	95	
141	WAS	CRAWFORD	12	54	7	73	
141	WAS	DANFORTH	93	253	27	373	
141	WAS	DENNYSVILLE	99	198	41	338	
141	WAS	GRAND LAKE STREAM PLT	18	80	4	102	
141	WAS	MEDDYBEMPS	33	70	2	105	
141	WAS	PRINCETON	105	371	34	510	
141	WAS	T26 ED BPP TOWNSHIP                                                                                                                                   	0	3	0	3	
141	WAS	TALMADGE	9	30	1	40	
141	WAS	TOPSFIELD	22	94	5	121	
141	WAS	VANCEBORO	31	61	3	95	
141	WAS	WAITE	8	41	2	51	
141		STATE UOCAVA	10	3	0	13	
			1098	3304	286	4688	
							
			Betz, Lee Ann 	Hanington, Sheldon Mark 	BLANK	TOTAL VOTES CAST	
			Lincoln	Lincoln			
			Democrat	Republican			
142	PEN	ENFIELD	273	544	36	853	
142	PEN	HOWLAND	238	415	45	698	
142	PEN	LINCOLN	615	1812	106	2533	
142	PEN	MATTAMISCONTIS TOWNSHIP                                                                                                                               	2	39	1	42	
142	PEN	MAXFIELD	22	34	2	58	
142	PEN	SEBOEIS PLT	11	24	0	35	
142	PEN	WOODVILLE	27	99	5	131	
142		STATE UOCAVA	1	7	1	9	
			1189	2974	196	4359	
							
			Perkins, Debbi J. 	Stanley, Stephen S. 	BLANK	TOTAL VOTES CAST	
			Millinocket	Medway			
			Republican	Democrat			
143	PEN	EAST MILLINOCKET	284	642	24	950	
143	PEN	GRINDSTONE/HERSEYTOWN/SOLDIERTOWN TWP                                                                                                                 	12	13	0	25	
143	PEN	HERSEYTOWN TWP                                                                                                                                        	11	3	1	15	
143	PEN	MEDWAY	251	482	18	751	
143	PEN	MILLINOCKET	981	1249	55	2285	
143	PEN	MILLINOCKET PENOBSCOT TOWNSHIPS                                                                                                                       	53	78	5	136	
143	PEN	PATTEN	233	223	55	511	
143	PEN	T5 R7 TWP/T5 R8 TWP/T6 R8 TWPS                                                                                                                        	7	4	1	12	
143		STATE UOCAVA	4	8	1	13	
			1836	2702	160	4698	
							
			Sherman, Roger Leigh 	BLANK	TOTAL VOTES CAST		
			Hodgdon				
			Republican				
144	ARO	AMITY	111	13	124		
144	ARO	CARY PLT	80	38	118		
144	ARO	GLENWOOD PLT	2	0	2		
144	ARO	HAYNESVILLE	45	5	50		
144	ARO	HODGDON	620	70	690		
144	ARO	HOULTON	2369	403	2772		
144	ARO	MACWAHOC PLT	37	7	44		
144	ARO	MOLUNKUS TWP                                                                                                                                          	40	8	48		
144	ARO	ORIENT	73	16	89		
144	ARO	REED PLT	62	17	79		
144	ARO	BENEDICTA TWP	138	35	173		
144	ARO	T4 R3 TWP                                                                                                                                             	0	1	1		
144	ARO	WESTON	158	27	185		
144		STATE UOCAVA	14	4	18		
			3749	644	4393		
							
			Hines, Glenn M. 	Johansen, Chris A. 	Rockwell, Randy S. 	BLANK	TOTAL VOTES CAST
			Hammond	Monticello	Merrill		
			Democrat	Republican	Non-Party		
145	ARO	BRIDGEWATER	65	207	21	20	313
145	ARO	CRYSTAL	21	96	24	8	149
145	ARO	DYER BROOK	18	81	42	9	150
